      x               rho             U               p               u
      0.670625        0.426319        0.927453        0.303130        1.777600
      0.671875        0.426319        0.927453        0.303130        1.777600
      0.673125        0.426319        0.927453        0.303130        1.777600
      0.674375        0.426319        0.927453        0.303130        1.777600
      0.675625        0.426319        0.927453        0.303130        1.777600
      0.676875        0.426319        0.927453        0.303130        1.777600
      0.678125        0.426319        0.927453        0.303130        1.777600
      0.679375        0.426319        0.927453        0.303130        1.777600
      0.680625        0.426319        0.927453        0.303130        1.777600
      0.681875        0.426319        0.927453        0.303130        1.777600
      0.683125        0.426319        0.927453        0.303130        1.777600
      0.684375        0.426319        0.927453        0.303130        1.777600
      0.685625        0.426319        0.927453        0.303130        1.777600
      0.686875        0.426319        0.927453        0.303130        1.777600
      0.688125        0.426319        0.927453        0.303130        1.777600
      0.689375        0.426319        0.927453        0.303130        1.777600
      0.690625        0.426319        0.927453        0.303130        1.777600
      0.691875        0.426319        0.927453        0.303130        1.777600
      0.693125        0.426319        0.927453        0.303130        1.777600
      0.694375        0.426319        0.927453        0.303130        1.777600
      0.695625        0.426319        0.927453        0.303130        1.777600
      0.696875        0.426319        0.927453        0.303130        1.777600
      0.698125        0.426319        0.927453        0.303130        1.777600
      0.699375        0.426319        0.927453        0.303130        1.777600
      0.700625        0.426319        0.927453        0.303130        1.777600
      0.701875        0.426319        0.927453        0.303130        1.777600
      0.703125        0.426319        0.927453        0.303130        1.777600
      0.704375        0.426319        0.927453        0.303130        1.777600
      0.705625        0.426319        0.927453        0.303130        1.777600
      0.706875        0.426319        0.927453        0.303130        1.777600
      0.708125        0.426319        0.927453        0.303130        1.777600
      0.709375        0.426319        0.927453        0.303130        1.777600
      0.710625        0.426319        0.927453        0.303130        1.777600
      0.711875        0.426319        0.927453        0.303130        1.777600
      0.713125        0.426319        0.927453        0.303130        1.777600
      0.714375        0.426319        0.927453        0.303130        1.777600
      0.715625        0.426319        0.927453        0.303130        1.777600
      0.716875        0.426319        0.927453        0.303130        1.777600
      0.718125        0.426319        0.927453        0.303130        1.777600
      0.719375        0.426319        0.927453        0.303130        1.777600
      0.720625        0.426319        0.927453        0.303130        1.777600
      0.721875        0.426319        0.927453        0.303130        1.777600
      0.723125        0.426319        0.927453        0.303130        1.777600
      0.724375        0.426319        0.927453        0.303130        1.777600
      0.725625        0.426319        0.927453        0.303130        1.777600
      0.726875        0.426319        0.927453        0.303130        1.777600
      0.728125        0.426319        0.927453        0.303130        1.777600
      0.729375        0.426319        0.927453        0.303130        1.777600
      0.730625        0.426319        0.927453        0.303130        1.777600
      0.731875        0.265574        0.927453        0.303130        2.853541
      0.733125        0.265574        0.927453        0.303130        2.853541
      0.734375        0.265574        0.927453        0.303130        2.853541
      0.735625        0.265574        0.927453        0.303130        2.853541
      0.736875        0.265574        0.927453        0.303130        2.853541
      0.738125        0.265574        0.927453        0.303130        2.853541
      0.739375        0.265574        0.927453        0.303130        2.853541
      0.740625        0.265574        0.927453        0.303130        2.853541
      0.741875        0.265574        0.927453        0.303130        2.853541
      0.743125        0.265574        0.927453        0.303130        2.853541
      0.744375        0.265574        0.927453        0.303130        2.853541
      0.745625        0.265574        0.927453        0.303130        2.853541
      0.746875        0.265574        0.927453        0.303130        2.853541
      0.748125        0.265574        0.927453        0.303130        2.853541
      0.749375        0.265574        0.927453        0.303130        2.853541
      0.750625        0.265574        0.927453        0.303130        2.853541
      0.751875        0.265574        0.927453        0.303130        2.853541
      0.753125        0.265574        0.927453        0.303130        2.853541
      0.754375        0.265574        0.927453        0.303130        2.853541
      0.755625        0.265574        0.927453        0.303130        2.853541
      0.756875        0.265574        0.927453        0.303130        2.853541
      0.758125        0.265574        0.927453        0.303130        2.853541
      0.759375        0.265574        0.927453        0.303130        2.853541
      0.760625        0.265574        0.927453        0.303130        2.853541
      0.761875        0.265574        0.927453        0.303130        2.853541
      0.763125        0.265574        0.927453        0.303130        2.853541
      0.764375        0.265574        0.927453        0.303130        2.853541
      0.765625        0.265574        0.927453        0.303130        2.853541
      0.766875        0.265574        0.927453        0.303130        2.853541
      0.768125        0.265574        0.927453        0.303130        2.853541
      0.769375        0.265574        0.927453        0.303130        2.853541
      0.770625        0.265574        0.927453        0.303130        2.853541
      0.771875        0.265574        0.927453        0.303130        2.853541
      0.773125        0.265574        0.927453        0.303130        2.853541
      0.774375        0.265574        0.927453        0.303130        2.853541
      0.775625        0.265574        0.927453        0.303130        2.853541
      0.776875        0.265574        0.927453        0.303130        2.853541
      0.778125        0.265574        0.927453        0.303130        2.853541
      0.779375        0.265574        0.927453        0.303130        2.853541
      0.780625        0.265574        0.927453        0.303130        2.853541
      0.781875        0.265574        0.927453        0.303130        2.853541
      0.783125        0.265574        0.927453        0.303130        2.853541
      0.784375        0.265574        0.927453        0.303130        2.853541
      0.785625        0.265574        0.927453        0.303130        2.853541
      0.786875        0.265574        0.927453        0.303130        2.853541
      0.788125        0.265574        0.927453        0.303130        2.853541
      0.789375        0.265574        0.927453        0.303130        2.853541
      0.790625        0.265574        0.927453        0.303130        2.853541
      0.791875        0.265574        0.927453        0.303130        2.853541
      0.793125        0.265574        0.927453        0.303130        2.853541
      0.794375        0.265574        0.927453        0.303130        2.853541
      0.795625        0.265574        0.927453        0.303130        2.853541
      0.796875        0.265574        0.927453        0.303130        2.853541
      0.798125        0.265574        0.927453        0.303130        2.853541
      0.799375        0.265574        0.927453        0.303130        2.853541
      0.800625        0.265574        0.927453        0.303130        2.853541
      0.801875        0.265574        0.927453        0.303130        2.853541
      0.803125        0.265574        0.927453        0.303130        2.853541
      0.804375        0.265574        0.927453        0.303130        2.853541
      0.805625        0.265574        0.927453        0.303130        2.853541
      0.806875        0.265574        0.927453        0.303130        2.853541
      0.808125        0.265574        0.927453        0.303130        2.853541
      0.809375        0.265574        0.927453        0.303130        2.853541
      0.810625        0.265574        0.927453        0.303130        2.853541
      0.811875        0.265574        0.927453        0.303130        2.853541
      0.813125        0.265574        0.927453        0.303130        2.853541
      0.814375        0.265574        0.927453        0.303130        2.853541
      0.815625        0.265574        0.927453        0.303130        2.853541
      0.816875        0.265574        0.927453        0.303130        2.853541
      0.818125        0.265574        0.927453        0.303130        2.853541
      0.819375        0.265574        0.927453        0.303130        2.853541
      0.820625        0.265574        0.927453        0.303130        2.853541
      0.821875        0.265574        0.927453        0.303130        2.853541
      0.823125        0.265574        0.927453        0.303130        2.853541
      0.824375        0.265574        0.927453        0.303130        2.853541
      0.825625        0.265574        0.927453        0.303130        2.853541
      0.826875        0.265574        0.927453        0.303130        2.853541
      0.828125        0.265574        0.927453        0.303130        2.853541
      0.829375        0.265574        0.927453        0.303130        2.853541
      0.830625        0.265574        0.927453        0.303130        2.853541
      0.831875        0.265574        0.927453        0.303130        2.853541
      0.833125        0.265574        0.927453        0.303130        2.853541
      0.834375        0.265574        0.927453        0.303130        2.853541
      0.835625        0.265574        0.927453        0.303130        2.853541
      0.836875        0.265574        0.927453        0.303130        2.853541
      0.838125        0.265574        0.927453        0.303130        2.853541
      0.839375        0.265574        0.927453        0.303130        2.853541
      0.840625        0.265574        0.927453        0.303130        2.853541
      0.841875        0.265574        0.927453        0.303130        2.853541
      0.843125        0.265574        0.927453        0.303130        2.853541
      0.844375        0.265574        0.927453        0.303130        2.853541
      0.845625        0.265574        0.927453        0.303130        2.853541
      0.846875        0.265574        0.927453        0.303130        2.853541
      0.848125        0.265574        0.927453        0.303130        2.853541
      0.849375        0.265574        0.927453        0.303130        2.853541
      0.850625        0.265574        0.927453        0.303130        2.853541
      0.851875        0.265574        0.927453        0.303130        2.853541
      0.853125        0.265574        0.927453        0.303130        2.853541
      0.854375        0.265574        0.927453        0.303130        2.853541
      0.855625        0.265574        0.927453        0.303130        2.853541
      0.856875        0.265574        0.927453        0.303130        2.853541
      0.858125        0.265574        0.927453        0.303130        2.853541
      0.859375        0.265574        0.927453        0.303130        2.853541
      0.860625        0.265574        0.927453        0.303130        2.853541
      0.861875        0.265574        0.927453        0.303130        2.853541
      0.863125        0.265574        0.927453        0.303130        2.853541
      0.864375        0.265574        0.927453        0.303130        2.853541
      0.865625        0.265574        0.927453        0.303130        2.853541
      0.866875        0.265574        0.927453        0.303130        2.853541
      0.868125        0.265574        0.927453        0.303130        2.853541
      0.869375        0.265574        0.927453        0.303130        2.853541
      0.870625        0.265574        0.927453        0.303130        2.853541
      0.871875        0.265574        0.927453        0.303130        2.853541
      0.873125        0.265574        0.927453        0.303130        2.853541
      0.874375        0.265574        0.927453        0.303130        2.853541
      0.875625        0.265574        0.927453        0.303130        2.853541
      0.876875        0.265574        0.927453        0.303130        2.853541
      0.878125        0.265574        0.927453        0.303130        2.853541
      0.879375        0.265574        0.927453        0.303130        2.853541
      0.880625        0.265574        0.927453        0.303130        2.853541
      0.881875        0.265574        0.927453        0.303130        2.853541
      0.883125        0.265574        0.927453        0.303130        2.853541
      0.884375        0.265574        0.927453        0.303130        2.853541
      0.885625        0.265574        0.927453        0.303130        2.853541
      0.886875        0.265574        0.927453        0.303130        2.853541
      0.888125        0.265574        0.927453        0.303130        2.853541
      0.889375        0.265574        0.927453        0.303130        2.853541
      0.890625        0.265574        0.927453        0.303130        2.853541
      0.891875        0.265574        0.927453        0.303130        2.853541
      0.893125        0.265574        0.927453        0.303130        2.853541
      0.894375        0.265574        0.927453        0.303130        2.853541
      0.895625        0.265574        0.927453        0.303130        2.853541
      0.896875        0.265574        0.927453        0.303130        2.853541
      0.898125        0.265574        0.927453        0.303130        2.853541
      0.899375        0.265574        0.927453        0.303130        2.853541
      0.900625        0.265574        0.927453        0.303130        2.853541
      0.901875        0.265574        0.927453        0.303130        2.853541
      0.903125        0.265574        0.927453        0.303130        2.853541
      0.904375        0.265574        0.927453        0.303130        2.853541
      0.905625        0.265574        0.927453        0.303130        2.853541
      0.906875        0.265574        0.927453        0.303130        2.853541
      0.908125        0.265574        0.927453        0.303130        2.853541
      0.909375        0.265574        0.927453        0.303130        2.853541
      0.910625        0.265574        0.927453        0.303130        2.853541
      0.911875        0.265574        0.927453        0.303130        2.853541
      0.913125        0.265574        0.927453        0.303130        2.853541
      0.914375        0.265574        0.927453        0.303130        2.853541
      0.915625        0.265574        0.927453        0.303130        2.853541
      0.916875        0.265574        0.927453        0.303130        2.853541
      0.918125        0.265574        0.927453        0.303130        2.853541
      0.919375        0.265574        0.927453        0.303130        2.853541
      0.920625        0.265574        0.927453        0.303130        2.853541
      0.921875        0.265574        0.927453        0.303130        2.853541
      0.923125        0.265574        0.927453        0.303130        2.853541
      0.924375        0.265574        0.927453        0.303130        2.853541
      0.925625        0.265574        0.927453        0.303130        2.853541
      0.926875        0.265574        0.927453        0.303130        2.853541
      0.928125        0.265574        0.927453        0.303130        2.853541
      0.929375        0.265574        0.927453        0.303130        2.853541
      0.930625        0.265574        0.927453        0.303130        2.853541
      0.931875        0.265574        0.927453        0.303130        2.853541
      0.933125        0.265574        0.927453        0.303130        2.853541
      0.934375        0.265574        0.927453        0.303130        2.853541
      0.935625        0.265574        0.927453        0.303130        2.853541
      0.936875        0.265574        0.927453        0.303130        2.853541
      0.938125        0.125000        0.000000        0.100000        2.000000
      0.939375        0.125000        0.000000        0.100000        2.000000
      0.940625        0.125000        0.000000        0.100000        2.000000
      0.941875        0.125000        0.000000        0.100000        2.000000
      0.943125        0.125000        0.000000        0.100000        2.000000
      0.944375        0.125000        0.000000        0.100000        2.000000
      0.945625        0.125000        0.000000        0.100000        2.000000
      0.946875        0.125000        0.000000        0.100000        2.000000
      0.948125        0.125000        0.000000        0.100000        2.000000
      0.949375        0.125000        0.000000        0.100000        2.000000
      0.950625        0.125000        0.000000        0.100000        2.000000
      0.951875        0.125000        0.000000        0.100000        2.000000
      0.953125        0.125000        0.000000        0.100000        2.000000
      0.954375        0.125000        0.000000        0.100000        2.000000
      0.955625        0.125000        0.000000        0.100000        2.000000
      0.956875        0.125000        0.000000        0.100000        2.000000
      0.958125        0.125000        0.000000        0.100000        2.000000
      0.959375        0.125000        0.000000        0.100000        2.000000
      0.960625        0.125000        0.000000        0.100000        2.000000
      0.961875        0.125000        0.000000        0.100000        2.000000
      0.963125        0.125000        0.000000        0.100000        2.000000
      0.964375        0.125000        0.000000        0.100000        2.000000
      0.965625        0.125000        0.000000        0.100000        2.000000
      0.966875        0.125000        0.000000        0.100000        2.000000
      0.968125        0.125000        0.000000        0.100000        2.000000
      0.969375        0.125000        0.000000        0.100000        2.000000
      0.970625        0.125000        0.000000        0.100000        2.000000
      0.971875        0.125000        0.000000        0.100000        2.000000
      0.973125        0.125000        0.000000        0.100000        2.000000
      0.974375        0.125000        0.000000        0.100000        2.000000
      0.975625        0.125000        0.000000        0.100000        2.000000
      0.976875        0.125000        0.000000        0.100000        2.000000
      0.978125        0.125000        0.000000        0.100000        2.000000
      0.979375        0.125000        0.000000        0.100000        2.000000
      0.980625        0.125000        0.000000        0.100000        2.000000
      0.981875        0.125000        0.000000        0.100000        2.000000
      0.983125        0.125000        0.000000        0.100000        2.000000
      0.984375        0.125000        0.000000        0.100000        2.000000
      0.985625        0.125000        0.000000        0.100000        2.000000
      0.986875        0.125000        0.000000        0.100000        2.000000
      0.988125        0.125000        0.000000        0.100000        2.000000
      0.989375        0.125000        0.000000        0.100000        2.000000
      0.990625        0.125000        0.000000        0.100000        2.000000
      0.991875        0.125000        0.000000        0.100000        2.000000
      0.993125        0.125000        0.000000        0.100000        2.000000
      0.994375        0.125000        0.000000        0.100000        2.000000
      0.995625        0.125000        0.000000        0.100000        2.000000
      0.996875        0.125000        0.000000        0.100000        2.000000
      0.998125        0.125000        0.000000        0.100000        2.000000
      0.999375        0.125000        0.000000        0.100000        2.000000
